subj,task,nombre del grupo,cuantas tarjetas,mas,menos,mejor ej,peor ej
gc_4,2,josho,,A35,C32,A39,D0
gc_4,2,yame,,I8,I18,I13,H7
gc_4,2,yame,,I13,H0,I10,I4
gc_4,2,wiso,,H38,I0,H35,F0
gc_4,2,wiso,,I30,H9,I14,C0
gc_4,2,barrin poi,,G17,B14,E12,C17
gc_4,2,barrin poi,,E14,B12,G13,G12
gc_4,2,panshin,,C10,B14,D9,C15
gc_4,2,panshin,,E8,B13,C11,E7
gc_4,2,chexe,,,,,
gc_4,2,chexe,,,,,
gc_4,2,pene,,,,,
gc_4,2,pene,,,,,
gc_4,2,jimi,,H3,F4,G3,G17
gc_4,2,jimi,,I1,G5,H1,F1
gc_4,2,nai,,F28,E24,G28,D23
gc_4,2,nai,,H30,F30,E28,D30
gc_4,2,carri,,C8,B13,C8,B14
gc_4,2,carri,,C10,B9,D7,D14
gc_4,2,pei,,G16,E13,G15,D13
gc_4,2,pei,,F16,D18,G17,C12
gc_4,2,xo,,,,,
gc_4,2,xo,,,,,
gc_4,2,mai,,E0,C0,I0,B0
gc_4,2,mai,,H0,B1,F0,I10
gc_4,2,xexe,,B6,A9,D5,D1
gc_4,2,xexe,,B4,B8,E6,E6
gc_4,2,ami,,I32,G33,G34,D33
gc_4,2,ami,,I36,D35,G32,C32
gc_5,1,yankon,29,164,188,26,43
gc_5,1,yankon,29,26,138,93,265
gc_5,1,panshin,12,297,326,96,297
gc_5,1,panshin,12,128,218,128,218
gc_5,1,joxo,17,274,27,274,294
gc_5,1,joxo,17,224,139,16,219
gc_5,1,joshin,17,41,112,245,176
gc_5,1,joshin,17,194,157,3,203
gc_5,2,yankon,,H25,F34,G28,E30
gc_5,2,yankon,,I30,E29,G21,E27
gc_5,2,paxna,,D2,B4,D2,B7
gc_5,2,paxna,,B1,B6,C3,B4
gc_5,2,joshin,,G1,H3,H2,E1
gc_5,2,joshin,,G2,G3,H3,F2
gc_5,2,manshan,,A40,A40,E36,E39
gc_5,2,manshan,,E38,E34,B2,C35
gc_5,2,josho,,A16,C0,A25,D0
gc_5,2,josho,,A37,C39,A15,B33
gc_5,2,yame,,E0,I19,H8,D5
gc_5,2,yame,,I0,G11,I14,D32
gc_5,2,wiso,,I37,G0,I24,H20
gc_5,2,wiso,,I34,H14,I27,G15
gc_5,2,barrin poi,,G13,E13,F10,C12
gc_5,2,barrin poi,,G10,C14,G15,C15
gc_5,2,panshin,,D8,B13,C9,B7
gc_5,2,panshin,,C11,B15,C8,B14
gc_5,2,chexe,,,,,
gc_5,2,chexe,,,,,
gc_5,2,pene,,,,,
gc_5,2,pene,,,,,
gc_5,2,jimi,,H3,G4,H4,G6
gc_5,2,jimi,,I3,E4,H2,F4
gc_5,2,nai,,H29,F31,G29,E31
gc_5,2,nai,,F28,D30,F27,C30
gc_5,2,carri,,D7,C11,E8,F6
gc_5,2,carri,,C9,B9,D6,D11
gc_5,2,pei,,G16,E13,F17,D20
gc_5,2,pei,,E16,D18,G15,G9
gc_5,2,xo,,,,,
gc_5,2,xo,,,,,
gc_5,2,mai,,F0,C0,D0,B3
gc_5,2,mai,,H0,B1,G0,C0
gc_5,2,xexe,,C5,B5,E7,C1
gc_5,2,xexe,,B3,B9,C6,B2
gc_5,2,ami,,H32,E33,H34,C33
gc_5,2,ami,,H31,D35,H37,F36
gc_6,1,joxo,10,274,16,42,116
gc_6,1,joxo,10,294,219,274,46
gc_6,1,joshin,24,245,50,41,212
gc_6,1,joshin,24,41,276,194,125
gc_6,1,yankon,10,54,157,170,103
gc_6,1,yankon,10,170,218,170,89
gc_6,1,panshin,10,297,329,270,208
gc_6,1,panshin,10,128,22,96,326
gc_6,1,manxan,21,196,289,1,268
gc_6,1,manxan,21,138,149,40,196
gc_6,2,yankon,,G29,C28,F25,I26
gc_6,2,yankon,,F29,C26,H30,I30
gc_6,2,paxna,,B27,B30,C24,B17
gc_6,2,paxna,,B15,C31,D24,I17
gc_6,2,joshin,,H40,I37,G38,I36
gc_6,2,joshin,,G40,I32,F40,I40
gc_6,2,manshan,,B40,B30,C30,G0
gc_6,2,manshan,,B34,C31,D0,I1
gc_6,2,josho,,A21,B0,A22,G0
gc_6,2,josho,,A35,D0,A19,B6
gc_6,2,yame,,I0,I9,I11,I25
gc_6,2,yame,,I33,H8,I37,I31
gc_6,2,wiso,,I40,I15,I26,I28
gc_6,2,wiso,,I0,I8,I38,I32
gc_6,2,barrin poi,,G14,E10,C14,E11
gc_6,2,barrin poi,,D13,C11,C13,G10
gc_6,2,panshin,,C10,D13,C9,B13
gc_6,2,panshin,,C12,C8,C11,B9
gc_6,2,chexe,,,,,
gc_6,2,chexe,,,,,
gc_6,2,pene,,,,,
gc_6,2,pene,,,,,
gc_6,2,jimi,,F3,H5,H1,I37
gc_6,2,jimi,,G3,I5,H3,I7
gc_6,2,nai,,D28,G31,D28,H12
gc_6,2,nai,,D25,F12,B23,E9
gc_6,2,carri,,H34,I38,G33,D29
gc_6,2,carri,,H35,I31,H32,E34
gc_6,2,pei,,C14,B17,E15,G13
gc_6,2,pei,,E14,B12,F15,F10
gc_6,2,xo,,,,,
gc_6,2,xo,,,,,
gc_6,2,mai,,H0,I0,D0,H10
gc_6,2,mai,,G0,I5,F0,I13
gc_6,2,xexe,,E8,C7,C7,F11
gc_6,2,xexe,,D7,B8,D6,H5
gc_6,2,ami,,H33,H30,F31,F33
gc_6,2,ami,,G31,I26,I33,I25
gc_7,1,joshin,14,41,217,41,32
gc_7,1,joshin,14,8,35,194,112
gc_7,1,carri,6,50,99,50,99
gc_7,1,carri,6,131,192,131,308
gc_7,1,manxan,5,46,89,46,89
gc_7,1,manxan,5,263,255,263,255
gc_7,1,panshin,15,297,225,297,225
gc_7,1,panshin,15,174,3,174,270
gc_7,1,joxo,9,274,219,139,160
gc_7,1,joxo,9,297,160,294,219
gc_7,1,yankon,26,27,25,248,235
gc_7,1,yankon,26,43,164,170,138
gc_7,2,yankon,,H20,F29,H21,C29
gc_7,2,yankon,,I17,C25,G19,E29
gc_7,2,paxna,,C19,B16,B19,C22
gc_7,2,paxna,,B18,B8,B8,E24
gc_7,2,joshin,,H3,I6,H4,H1
gc_7,2,joshin,,H5,E3,H3,H8
gc_7,2,manshan,,C5,C0,C5,C0
gc_7,2,manshan,,C1,D0,D3,B1
gc_7,2,josho,,A13,B8,A20,B20
gc_7,2,josho,,B0,B7,A21,C24
gc_7,2,yame,,I10,I17,I11,I15
gc_7,2,yame,,I6,I14,I10,I14
gc_7,2,wiso,,I11,I8,I4,I14
gc_7,2,wiso,,I8,I11,I20,I23
gc_7,2,barrin poi,,D13,G11,E11,B16
gc_7,2,barrin poi,,D12,H8,E13,D16
gc_7,2,panshin,,C9,F9,C9,D12
gc_7,2,panshin,,C11,F4,B11,F5
gc_7,2,chexe,,,,,
gc_7,2,chexe,,,,,
gc_7,2,pene,,,,,
gc_7,2,pene,,,,,
gc_7,2,jimi,,H1,I5,H3,I4
gc_7,2,jimi,,G1,G5,H2,G5
gc_7,2,nai,,E26,I16,E28,B28
gc_7,2,nai,,F28,H14,D27,B19
gc_7,2,carri,,H32,I28,F35,I34
gc_7,2,carri,,I33,H27,F32,E31
gc_7,2,pei,,F17,G11,E16,F15
gc_7,2,pei,,F15,E10,G14,F13
gc_7,2,xo,,,,,
gc_7,2,xo,,,,,
gc_7,2,mai,,H0,B0,G0,D0
gc_7,2,mai,,F0,I0,C0,I0
gc_7,2,xexe,,D9,E9,C9,F10
gc_7,2,xexe,,D7,E9,B12,G12
gc_7,2,ami,,H34,D33,H33,I35
gc_7,2,ami,,E34,D34,G34,E32
gc_8,1,yankon,36,93,235,265,40
gc_8,1,yankon,36,265,301,281,308
gc_8,1,joxo,10,16,294,16,224
gc_8,1,joxo,10,274,27,139,263
gc_8,1,panshin,13,96,125,128,22
gc_8,1,panshin,13,297,208,326,329
gc_8,1,joshin,16,245,194,41,176
gc_8,1,joshin,16,41,321,245,173
gc_8,2,yankon,,G29,D29,F22,C22
gc_8,2,yankon,,F26,G32,G19,C18
gc_8,2,paxna,,C4,B1,D2,B8
gc_8,2,paxna,,E1,B8,C1,C4
gc_8,2,joshin,,G3,E4,G3,I3
gc_8,2,joshin,,F4,H1,F2,I5
gc_8,2,manshan,,I1,D1,D3,B3
gc_8,2,manshan,,E2,C5,D1,C0
gc_8,2,josho,,A13,A22,A14,B33
gc_8,2,josho,,A7,A31,A17,B30
gc_8,2,yame,,I12,I7,I2,I0
gc_8,2,yame,,I8,I8,I10,I10
gc_8,2,wiso,,I11,I9,I36,I0
gc_8,2,wiso,,I8,I12,I40,I13
gc_8,2,barrin poi,,I18,G14,I15,F16
gc_8,2,barrin poi,,H16,G15,I18,G13
gc_8,2,panshin,,C8,B10,C10,B9
gc_8,2,panshin,,C9,B13,C10,B14
gc_8,2,chexe,,,,,
gc_8,2,chexe,,,,,
gc_8,2,pene,,,,,
gc_8,2,pene,,,,,
gc_8,2,jimi,,G3,F2,G3,G6
gc_8,2,jimi,,G2,F4,G1,F6
gc_8,2,nai,,I27,H31,H27,F31
gc_8,2,nai,,H28,F31,H29,G33
gc_8,2,carri,,H37,H40,H35,H40
gc_8,2,carri,,H38,I40,I38,G40
gc_8,2,pei,,G17,E19,F17,E22
gc_8,2,pei,,G19,E18,G18,D18
gc_8,2,xo,,,,,
gc_8,2,xo,,,,,
gc_8,2,mai,,H6,F9,G6,F9
gc_8,2,mai,,H5,F7,G5,F20
gc_8,2,xexe,,B8,B9,B2,B9
gc_8,2,xexe,,B5,B12,B0,C13
gc_8,2,ami,,I33,H34,G32,F34
gc_8,2,ami,,I34,G36,I33,E32
gc_9,1,panshin,17,96,7,22,329
gc_9,1,panshin,17,297,128,125,181
gc_9,1,joshin,23,41,217,176,239
gc_9,1,joshin,23,3,194,8,99
gc_9,1,joxo,11,16,116,224,46
gc_9,1,joxo,11,27,196,274,263
gc_9,1,yankon,24,265,54,164,130
gc_9,1,yankon,24,226,1,43,89
gc_9,2,yankon,,H29,C32,E28,H14
gc_9,2,yankon,,G23,B16,E4,I14
gc_9,2,paxna,,B38,G12,D8,I23
gc_9,2,paxna,,B25,B24,H39,E0
gc_9,2,joshin,,F3,E6,G2,H0
gc_9,2,joshin,,G1,C4,D13,I8
gc_9,2,manshan,,C24,C29,F33,C38
gc_9,2,manshan,,B24,C32,G36,D37
gc_9,2,josho,,A18,C31,A36,I39
gc_9,2,josho,,A40,C35,E28,I36
gc_9,2,yame,,I14,I16,F25,F14
gc_9,2,yame,,I14,I10,G30,I11
gc_9,2,wiso,,I30,I7,I3,I0
gc_9,2,wiso,,I40,I14,I22,H0
gc_9,2,barrin poi,,H13,I7,F13,G9
gc_9,2,barrin poi,,E10,I15,F10,H7
gc_9,2,panshin,,B11,B7,C9,B13
gc_9,2,panshin,,D11,E13,C11,B7
gc_9,2,chexe,,G29,H32,C16,I22
gc_9,2,chexe,,I29,I28,E19,H24
gc_9,2,pene,,C17,B17,E4,H8
gc_9,2,pene,,D16,B15,E7,H11
gc_9,2,jimi,,G39,G36,F40,I39
gc_9,2,jimi,,G38,F37,H40,I36
gc_9,2,nai,,D29,E31,D28,E24
gc_9,2,nai,,E28,F33,D27,C23
gc_9,2,carri,,H35,I37,G34,I32
gc_9,2,carri,,G32,I30,G33,I35
gc_9,2,pei,,F15,H14,E16,H16
gc_9,2,pei,,F17,H11,E17,I19
gc_9,2,xo,,B17,B4,D17,F22
gc_9,2,xo,,B14,A2,D20,F21
gc_9,2,mai,,E0,I5,F0,I3
gc_9,2,mai,,I1,I6,H0,H2
gc_9,2,xexe,,G15,I14,F8,H13
gc_9,2,xexe,,H12,I9,F14,H5
gc_9,2,ami,,F37,H33,G33,G37
gc_9,2,ami,,E35,G31,E34,I36
gc_10,1,yankon,34,26,43,226,50
gc_10,1,yankon,34,188,138,265,268
gc_10,1,joshin,11,8,321,245,194
gc_10,1,joshin,11,276,99,41,203
gc_10,1,panshin,11,96,181,212,208
gc_10,1,panshin,11,270,22,326,297
gc_10,1,manxan,9,274,219,27,16
gc_10,1,manxan,9,139,263,294,224
gc_10,1,narranxa,10,173,35,125,329
gc_10,1,narranxa,10,176,112,3,217
gc_10,2,yankon,,I19,D16,F29,I17
gc_10,2,yankon,,G29,I15,F17,H16
gc_10,2,paxna,,C26,B17,B12,A37
gc_10,2,paxna,,B5,A40,B4,B0
gc_10,2,joshin,,H3,E4,G3,H39
gc_10,2,joshin,,F2,E1,G40,G7
gc_10,2,manshan,,B0,A9,A15,D1
gc_10,2,manshan,,A1,B17,B2,B4
gc_10,2,josho,,A15,B29,A8,C0
gc_10,2,josho,,A21,A15,A6,A0
gc_10,2,yame,,I9,H8,H0,G0
gc_10,2,yame,,I8,H14,I2,I5
gc_10,2,wiso,,I0,H0,I1,I5
gc_10,2,wiso,,I40,I6,I3,I7
gc_10,2,barrin poi,,E13,H11,F12,H10
gc_10,2,barrin poi,,E15,G10,G12,E14
gc_10,2,panshin,,C9,B14,B12,D10
gc_10,2,panshin,,B13,D12,C10,D8
gc_10,2,chexe,,G35,I29,F34,I34
gc_10,2,chexe,,I36,I28,F32,H38
gc_10,2,pene,,D15,F14,C17,E15
gc_10,2,pene,,C18,E14,C15,C14
gc_10,2,jimi,,G3,G39,H3,E1
gc_10,2,jimi,,G4,H40,H2,D1
gc_10,2,nai,,H30,C26,C27,C25
gc_10,2,nai,,H28,D29,D27,G30
gc_10,2,carri,,G36,D33,H32,F36
gc_10,2,carri,,F34,E32,H34,I36
gc_10,2,pei,,D15,H15,F17,I20
gc_10,2,pei,,F15,G13,G17,H17
gc_10,2,xo,,A12,B29,C0,B0
gc_10,2,xo,,B31,A24,B34,A4
gc_10,2,mai,,G0,I9,F0,H0
gc_10,2,mai,,I,I11,D0,I7
gc_10,2,xexe,,G7,G13,G8,F7
gc_10,2,xexe,,H9,H12,G6,H6
gc_10,2,ami,,G34,E34,H31,G36
gc_10,2,ami,,H32,F34,H33,E36
gc_11,1,joxo,15,274,130,224,16
gc_11,1,joxo,15,294,27,308,139
gc_11,1,xo,25,149,43,265,116
gc_11,1,xo,25,268,255,93,138
gc_11,1,panshin,16,174,181,96,225
gc_11,1,panshin,16,326,128,297,208
gc_11,1,joa,19,3,35,112,32
gc_11,1,joa,19,41,194,245,239
gc_11,2,yankon,,F28,I21,H31,G0
gc_11,2,yankon,,F26,G9,G39,F11
gc_11,2,paxna,,B15,C31,D15,E12
gc_11,2,paxna,,C3,F17,D21,G7
gc_11,2,joshin,,G1,C6,H3,D3
gc_11,2,joshin,,G3,B10,I1,C1
gc_11,2,manshan,,E0,A0,B6,F0
gc_11,2,manshan,,H6,B10,C2,H0
gc_11,2,josho,,A30,B15,A39,C34
gc_11,2,josho,,A40,B9,A35,B25
gc_11,2,yame,,I11,H15,I35,I10
gc_11,2,yame,,I10,H9,I33,H10
gc_11,2,wiso,,I19,I12,I8,G0
gc_11,2,wiso,,I24,H10,I18,I0
gc_11,2,barrin poi,,G12,H9,G14,G9
gc_11,2,barrin poi,,G14,H12,G18,H14
gc_11,2,panshin,,C9,D10,C8,C12
gc_11,2,panshin,,D8,B14,C10,B13
gc_11,2,chexe,,,,,
gc_11,2,chexe,,,,,
gc_11,2,pene,,,,,
gc_11,2,pene,,,,,
gc_11,2,jimi,,H4,C1,G2,D1
gc_11,2,jimi,,H1,C7,H3,C1
gc_11,2,nai,,F28,D30,F26,C25
gc_11,2,nai,,G29,C27,F25,C26
gc_11,2,carri,,I33,E35,I32,F34
gc_11,2,carri,,H32,G37,H36,D31
gc_11,2,pei,,H18,C14,F16,D21
gc_11,2,pei,,E16,E12,F15,C17
gc_11,2,xo,,,,,
gc_11,2,xo,,,,,
gc_11,2,mai,,H0,I12,F0,I3
gc_11,2,mai,,D0,I6,H0,I8
gc_11,2,xexe,,D13,C16,E9,B14
gc_11,2,xexe,,F13,E17,D13,B17
gc_11,2,ami,,I40,E40,I33,C40
gc_11,2,ami,,I32,D40,I31,C34
gc_12,1,panshin,15,326,181,125,22
gc_12,1,panshin,15,270,225,218,329
gc_12,1,joxo,11,16,263,274,219
gc_12,1,joxo,11,27,116,294,263
gc_12,1,jimi manxan,11,308,99,131,99
gc_12,1,jimi manxan,11,105,192,50,217
gc_12,1,joshin,13,3,239,8,35
gc_12,1,joshin,13,41,173,194,245
gc_12,1,yankon,25,54,281,43,268
gc_12,1,yankon,25,235,157,248,289
gc_12,2,yankon,,H17,E22,F18,C19
gc_12,2,yankon,,H20,C18,F17,C25
gc_12,2,paxna,,B1,F0,B19,D0
gc_12,2,paxna,,A1,A11,A21,G0
gc_12,2,joshin,,H2,E36,I39,C35
gc_12,2,joshin,,G3,E6,I38,D1
gc_12,2,manshan,,C5,E0,D37,B34
gc_12,2,manshan,,D2,I5,I36,B27
gc_12,2,josho,,A18,C26,B3,C27
gc_12,2,josho,,C0,C30,B0,C25
gc_12,2,yame,,I8,G16,G38,I2
gc_12,2,yame,,I14,D16,I30,F9
gc_12,2,wiso,,I24,G0,I3,G0
gc_12,2,wiso,,I0,I9,H12,I27
gc_12,2,barrin poi,,G13,C14,G16,D15
gc_12,2,barrin poi,,I19,B13,H18,C20
gc_12,2,panshin,,D8,E10,C8,F8
gc_12,2,panshin,,C9,F8,D7,B14
gc_12,2,chexe,,,,,
gc_12,2,chexe,,,,,
gc_12,2,pene,,,,,
gc_12,2,pene,,,,,
gc_12,2,jimi,,H2,G40,H1,D4
gc_12,2,jimi,,H5,E3,G3,D37
gc_12,2,nai,,F29,C24,E28,D25
gc_12,2,nai,,H27,B18,G26,C31
gc_12,2,carri,,E8,C5,D7,F8
gc_12,2,carri,,E5,C11,E7,B7
gc_12,2,pei,,H15,E14,H17,D15
gc_12,2,pei,,H18,D13,G17,G11
gc_12,2,xo,,,,,
gc_12,2,xo,,,,,
gc_12,2,mai,,D40,H0,C38,D0
gc_12,2,mai,,E0,I0,G0,B4
gc_12,2,xexe,,C38,B38,D5,B4
gc_12,2,xexe,,D39,A2,E6,G7
gc_12,2,ami,,H32,E36,I33,E33
gc_12,2,ami,,I36,D32,I36,E31
gc_13,1,yankon,29,26,196,265,268
gc_13,1,yankon,29,164,143,310,255
gc_13,1,manxan,8,308,50,276,99
gc_13,1,manxan,8,192,131,105,32
gc_13,1,joxo,9,224,219,274,294
gc_13,1,joxo,9,27,46,116,263
gc_13,1,panshin,14,297,157,96,218
gc_13,1,panshin,14,174,181,125,12
gc_13,1,joshin,15,245,176,217,160
gc_13,1,joshin,15,194,35,41,112
gc_13,2,yankon,,H28,C22,H30,D27
gc_13,2,yankon,,G19,B18,H26,B22
gc_13,2,paxna,,B32,A31,C38,C36
gc_13,2,paxna,,C30,B39,F39,B40
gc_13,2,joshin,,G40,F32,G40,E33
gc_13,2,joshin,,G36,D35,H37,D32
gc_13,2,manshan,,C26,E27,F37,A40
gc_13,2,manshan,,D26,E22,I33,C30
gc_13,2,josho,,A16,B28,C18,B23
gc_13,2,josho,,A27,A30,F22,C16
gc_13,2,yame,,I15,F14,H26,E16
gc_13,2,yame,,I21,C15,I17,I18
gc_13,2,wiso,,I14,I0,H27,H15
gc_13,2,wiso,,I21,E0,F19,G12
gc_13,2,barrin poi,,F14,C13,D14,C12
gc_13,2,barrin poi,,E12,B15,F13,C6
gc_13,2,panshin,,C8,B9,C9,C6
gc_13,2,panshin,,B11,B15,D6,E7
gc_13,2,chexe,,,,,
gc_13,2,chexe,,,,,
gc_13,2,pene,,,,,
gc_13,2,pene,,,,,
gc_13,2,jimi,,H3,D24,F5,F10
gc_13,2,jimi,,H1,D6,G3,G11
gc_13,2,nai,,F28,C24,G29,B28
gc_13,2,nai,,E26,C18,D28,D31
gc_13,2,carri,,I36,F37,G33,E31
gc_13,2,carri,,I31,D34,H32,C35
gc_13,2,pei,,G16,E25,F25,E20
gc_13,2,pei,,G28,H22,G19,C18
gc_13,2,xo,,,,,
gc_13,2,xo,,,,,
gc_13,2,mai,,I0,I3,D0,B1
gc_13,2,mai,,I0,I9,C0,F0
gc_13,2,xexe,,D11,G14,H12,D15
gc_13,2,xexe,,G11,F10,E17,B20
gc_13,2,ami,,H33,E31,F33,D34
