subj,task,nombre del grupo,cuantas tarjetas,mas,menos,mejor ej,peor ej
gc_13,2,ami,,I32,F37,I37,C38
gc_14,1,joshin,15,41,203,8,194
gc_14,1,joshin,15,245,217,3,160
gc_14,1,joxo,10,274,46,27,263
gc_14,1,joxo,10,224,219,116,294
gc_14,1,panshin,13,228,218,22,329
gc_14,1,panshin,13,96,125,174,181
gc_14,1,carri,7,50,32,192,308
gc_14,1,carri,7,131,99,105,105
gc_14,1,yankon,30,26,170,265,196
gc_14,1,yankon,30,93,225,54,149
gc_14,2,yankon,,F29,F22,F16,H15
gc_14,2,yankon,,G18,H26,F17,H13
gc_14,2,paxna,,B0,C3,C31,B28
gc_14,2,paxna,,B35,B4,C38,B15
gc_14,2,joshin,,H3,I5,G1,I1
gc_14,2,joshin,,G3,G5,G2,I6
gc_14,2,manshan,,D0,C1,B0,G0
gc_14,2,manshan,,B19,E0,B22,I0
gc_14,2,josho,,A39,B32,A17,C0
gc_14,2,josho,,A21,B15,A2,E0
gc_14,2,yame,,I0,H0,I16,I12
gc_14,2,yame,,I0,G0,I26,I16
gc_14,2,wiso,,I40,I14,I36,I0
gc_14,2,wiso,,I5,I30,I20,I9
gc_14,2,barrin poi,,G11,G13,F11,H10
gc_14,2,barrin poi,,G10,H12,F10,H8
gc_14,2,panshin,,C10,D6,C12,D8
gc_14,2,panshin,,C11,C7,C9,B14
gc_14,2,chexe,,,,,
gc_14,2,chexe,,,,,
gc_14,2,pene,,,,,
gc_14,2,pene,,,,,
gc_14,2,jimi,,G4,E1,F1,H1
gc_14,2,jimi,,G3,D3,F3,I5
gc_14,2,nai,,F29,C22,E29,E25
gc_14,2,nai,,F28,C31,E30,F31
gc_14,2,carri,,H33,E33,I31,F32
gc_14,2,carri,,I34,D35,H36,E32
gc_14,2,pei,,E16,D18,G17,F14
gc_14,2,pei,,F17,D14,H17,G20
gc_14,2,xo,,,,,
gc_14,2,xo,,,,,
gc_14,2,mai,,H10,F12,H8,G6
gc_14,2,mai,,H9,H13,H7,G12
gc_14,2,xexe,,F6,F6,G4,I1
gc_14,2,xexe,,E4,H6,F1,G5
gc_14,2,ami,,H37,E34,H36,E40
gc_14,2,ami,,I38,E39,I37,F38
gc_15,1,joshin,22,245,8,321,276
gc_15,1,joshin,22,112,308,203,41
gc_15,1,joxo,8,139,16,116,224
gc_15,1,joxo,8,27,263,27,294
gc_15,1,panshin,11,212,297,96,270
gc_15,1,panshin,11,208,218,181,174
gc_15,1,yankon,34,195,164,103,149
gc_15,1,yankon,34,268,301,225,194
gc_15,2,yankon,,H22,E17,F16,G29
gc_15,2,yankon,,F26,I19,D20,H27
gc_15,2,paxna,,B1,B3,I2,G6
gc_15,2,paxna,,F1,F4,F4,C2
gc_15,2,joshin,,G6,F5,H6,G5
gc_15,2,joshin,,H2,I5,I2,G40
gc_15,2,manshan,,G3,D1,G13,C9
gc_15,2,manshan,,H6,D2,F11,D12
gc_15,2,josho,,A0,B1,B33,D0
gc_15,2,josho,,B0,C0,A29,B37
gc_15,2,yame,,I0,I7,G10,I38
gc_15,2,yame,,I40,H6,H7,H11
gc_15,2,wiso,,I22,I12,I20,H8
gc_15,2,wiso,,I12,I37,I13,I37
gc_15,2,barrin poi,,F13,F17,F18,C13
gc_15,2,barrin poi,,D13,G13,G16,H20
gc_15,2,panshin,,D8,C11,C10,F8
gc_15,2,panshin,,C8,D10,B10,G9
gc_15,2,chexe,,,,,
gc_15,2,chexe,,,,,
gc_15,2,pene,,,,,
gc_15,2,pene,,,,,
gc_15,2,jimi,,G3,H3,E39,E38
gc_15,2,jimi,,G38,I6,G37,G37
gc_15,2,nai,,E27,D30,E29,H30
gc_15,2,nai,,F30,D28,E25,G31
gc_15,2,carri,,G35,G33,F32,I34
gc_15,2,carri,,I37,F34,I33,G33
gc_15,2,pei,,D29,I19,F29,F26
gc_15,2,pei,,D21,G26,E25,H31
gc_15,2,xo,,,,,
gc_15,2,xo,,,,,
gc_15,2,mai,,D0,H0,H10,H9
gc_15,2,mai,,C0,G0,H6,H11
gc_15,2,xexe,,F8,F12,E11,G11
gc_15,2,xexe,,E8,G8,D12,F7
gc_15,2,ami,,G36,F37,H34,H38
gc_15,2,ami,,F35,H39,H33,G34
gc_16,1,yankon,29,235,149,164,130
gc_16,1,yankon,29,281,138,54,268
gc_16,1,joxo,10,224,116,139,294
gc_16,1,joxo,10,27,219,274,263
gc_16,1,joshin,18,41,99,245,203
gc_16,1,joshin,18,321,192,3,105
gc_16,1,panshin,18,22,157,326,195
gc_16,1,panshin,18,270,160,96,128
gc_16,2,yankon,,F30,G22,G20,I33
gc_16,2,yankon,,H29,I24,H29,G37
gc_16,2,paxna,,B0,C4,B3,E0
gc_16,2,paxna,,B39,B2,C3,B22
gc_16,2,joshin,,G1,D2,G2,C1
gc_16,2,joshin,,H39,E1,H3,C38
gc_16,2,manshan,,D39,I2,B4,B31
gc_16,2,manshan,,C39,D37,D4,B25
gc_16,2,josho,,A21,B3,A14,B30
gc_16,2,josho,,A0,B32,A26,C32
gc_16,2,yame,,I0,H5,I4,H12
gc_16,2,yame,,I22,I6,I12,G8
gc_16,2,wiso,,I29,I5,I25,I11
gc_16,2,wiso,,I30,I6,I33,I35
gc_16,2,barrin poi,,E13,H11,H18,I10
gc_16,2,barrin poi,,G14,G16,I20,I22
gc_16,2,panshin,,C9,E7,C11,D13
gc_16,2,panshin,,E8,E11,D8,C13
gc_16,2,chexe,,,,,
gc_16,2,chexe,,,,,
gc_16,2,pene,,,,,
gc_16,2,pene,,,,,
gc_16,2,jimi,,G2,I3,G3,F6
gc_16,2,jimi,,F3,H22,F3,E1
gc_16,2,nai,,D26,C19,F28,H27
gc_16,2,nai,,G29,C27,F26,H32
gc_16,2,carri,,G32,I32,F35,H37
gc_16,2,carri,,H35,I35,G31,G37
gc_16,2,pei,,E19,C16,E15,H15
gc_16,2,pei,,E20,D15,H18,H16
gc_16,2,xo,,,,,
gc_16,2,xo,,,,,
gc_16,2,mai,,E0,I0,F0,I5
gc_16,2,mai,,D0,H0,,H9
gc_16,2,xexe,,E14,F10,D12,F11
gc_16,2,xexe,,E12,F14,E13,G11
gc_16,2,ami,,F39,H39,G38,C37
gc_16,2,ami,,F37,F38,G40,H37
gc_17,1,joshin,17,3,160,321,194
gc_17,1,joshin,17,245,35,41,176
gc_17,1,panshin,14,174,181,297,208
gc_17,1,panshin,14,128,278,96,225
gc_17,1,yankon,34,7,1,195,130
gc_17,1,yankon,34,301,105,265,103
gc_17,1,joxo,10,274,46,27,263
gc_17,1,joxo,10,224,99,294,16
gc_17,2,yankon,,C15,C18,F17,G22
gc_17,2,yankon,,F17,C29,F25,G30
gc_17,2,paxna,,C30,C28,C3,B14
gc_17,2,paxna,,C32,B28,C6,B12
gc_17,2,joshin,,G3,B7,G2,F6
gc_17,2,joshin,,G1,B3,G39,F7
gc_17,2,manshan,,B30,C40,C5,C2
gc_17,2,manshan,,C31,C33,C35,B1
gc_17,2,josho,,A30,B36,A23,B0
gc_17,2,josho,,A24,B29,A14,A40
gc_17,2,yame,,I6,E0,I18,I40
gc_17,2,yame,,I4,F0,I12,I40
gc_17,2,wiso,,I18,I12,I20,I7
gc_17,2,wiso,,I7,I10,I13,I2
gc_17,2,barrin poi,,F13,G14,E14,H11
gc_17,2,barrin poi,,H14,G12,E12,G11
gc_17,2,panshin,,C11,C13,C9,C13
gc_17,2,panshin,,B12,B13,B10,D11
gc_17,2,chexe,,,,,
gc_17,2,chexe,,,,,
gc_17,2,pene,,,,,
gc_17,2,pene,,,,,
gc_17,2,jimi,,G3,E3,G3,H1
gc_17,2,jimi,,G4,E1,F2,G1
gc_17,2,nai,,E28,D26,E27,D30
gc_17,2,nai,,F28,E24,F28,C27
gc_17,2,carri,,G33,E34,G36,H37
gc_17,2,carri,,H34,F33,G32,I37
gc_17,2,pei,,E16,C17,G20,F14
gc_17,2,pei,,G17,F14,F17,G20
gc_17,2,xo,,,,,
gc_17,2,xo,,,,,
gc_17,2,mai,,I5,G6,I7,G7
gc_17,2,mai,,I8,H5,I6,H7
gc_17,2,xexe,,F10,E10,E14,G12
gc_17,2,xexe,,F9,E11,E9,G10
gc_17,2,ami,,I33,G34,H32,I36
gc_17,2,ami,,H34,G36,G37,I38
gc_18,1,yankon,20,226,289,170,130
gc_18,1,yankon,20,170,130,265,1288
gc_18,1,nai,10,138,43,1,43
gc_18,1,nai,10,40,26,138,116
gc_18,1,panshin,11,297,329,174,125
gc_18,1,panshin,11,96,272,326,22
gc_18,1,mai,9,99,131,99,105
gc_18,1,mai,9,308,192,32,50
gc_18,1,pasna,7,26,208,235,93
gc_18,1,pasna,7,164,188,164,270
gc_18,1,joxo,11,274,46,16,89
gc_18,1,joxo,11,219,263,274,255
gc_18,1,joshin,16,245,3,41,217
gc_18,1,joshin,16,8,203,245,157
gc_18,2,yankon,,G19,F11,H17,C19
gc_18,2,yankon,,H20,H9,G18,D12
gc_18,2,paxna,,C31,B18,E26,B26
gc_18,2,paxna,,B35,C40,E32,C32
gc_18,2,joshin,,H39,I5,H3,H37
gc_18,2,joshin,,H2,F4,H4,E36
gc_18,2,manshan,,E0,B10,B7,E0
gc_18,2,manshan,,E40,A9,B5,F0
gc_18,2,josho,,A36,B16,A9,B17
gc_18,2,josho,,A39,B23,A26,D0
gc_18,2,yame,,I17,H20,I0,H0
gc_18,2,yame,,I13,I30,I25,H13
gc_18,2,wiso,,I33,I22,I0,I8
gc_18,2,wiso,,I37,I12,I25,I2
gc_18,2,barrin poi,,G17,H19,E18,E11
gc_18,2,barrin poi,,H19,I11,G19,F13
gc_18,2,panshin,,C10,C6,C9,B13
gc_18,2,panshin,,C11,D3,D8,B18
gc_18,2,chexe,,,,,
gc_18,2,chexe,,,,,
gc_18,2,pene,,,,,
gc_18,2,pene,,,,,
gc_18,2,jimi,,G1,F6,H1,H35
gc_18,2,jimi,,G2,I7,G3,E36
gc_18,2,nai,,F27,F22,D26,B25
gc_18,2,nai,,F26,E34,D28,C21
gc_18,2,carri,,H40,F16,G3,E2
gc_18,2,carri,,I40,I27,E6,E40
gc_18,2,pei,,H18,D9,G17,B17
gc_18,2,pei,,H19,F40,I16,A26
gc_18,2,xo,,,,,
gc_18,2,xo,,,,,
gc_18,2,mai,,F0,G3,H7,I2
gc_18,2,mai,,G0,I2,I16,H0
gc_18,2,xexe,,E6,G34,G33,D32
gc_18,2,xexe,,F4,I0,F35,B33
gc_18,2,ami,,I31,H18,H33,D33
gc_18,2,ami,,G30,F12,H31,E32
gc_19,1,joxo,11,274,46,16,89
gc_19,1,joxo,11,294,263,27,255
gc_19,1,mai,9,217,239,35,321
gc_19,1,mai,9,160,112,176,203
gc_19,1,ami,7,192,131,99,308
gc_19,1,ami,7,32,105,32,50
gc_19,1,joshin,7,41,3,8,157
gc_19,1,joshin,7,245,157,276,194
gc_19,1,panshin,11,96,208,297,329
gc_19,1,panshin,11,174,125,326,22
gc_19,1,nai,10,116,235,1,43
gc_19,1,nai,10,40,164,138,26
gc_19,1,yankon,20,248,225,265,143
gc_19,1,yankon,20,54,128,170,196
gc_19,2,yankon,,H17,G11,I15,I30
gc_19,2,yankon,,I19,G26,I20,I31
gc_19,2,paxna,,C30,B24,B27,C29
gc_19,2,paxna,,B15,C34,E24,D31
gc_19,2,joshin,,H4,G38,I2,I0
gc_19,2,joshin,,G3,H5,H3,I40
gc_19,2,manshan,,C32,B33,D0,B35
gc_19,2,manshan,,C0,D28,B40,G0
gc_19,2,josho,,A34,B9,A25,H0
gc_19,2,josho,,A36,B10,A26,B1
gc_19,2,yame,,I14,I27,I12,I8
gc_19,2,yame,,I20,H27,I14,I30
gc_19,2,wiso,,I20,I35,I31,I25
gc_19,2,wiso,,I0,I29,I40,I13
gc_19,2,barrin poi,,I20,F17,H14,H10
gc_19,2,barrin poi,,H18,F19,I15,E11
gc_19,2,panshin,,C10,B9,C9,D6
gc_19,2,panshin,,B12,B13,C8,F4
gc_19,2,chexe,,,,,
gc_19,2,chexe,,,,,
gc_19,2,pene,,,,,
gc_19,2,pene,,,,,
gc_19,2,jimi,,G3,G1,H2,I1
gc_19,2,jimi,,H3,H4,H1,I4
gc_19,2,nai,,D27,D31,E25,B27
gc_19,2,nai,,E30,F30,E26,C21
gc_19,2,carri,,I37,H40,I38,H30
gc_19,2,carri,,I38,G39,I37,H31
gc_19,2,pei,,I22,I29,I18,H5
gc_19,2,pei,,H18,C12,I20,H27
gc_19,2,xo,,,,,
gc_19,2,xo,,,,,
gc_19,2,mai,,C0,A0,F0,E0
gc_19,2,mai,,C7,E10,D0,G40
gc_19,2,xexe,,B13,C24,B9,B12
gc_19,2,xexe,,B14,B25,B8,B5
gc_19,2,ami,,G31,I40,H31,F39
gc_19,2,ami,,I34,I35,G33,H38
gc_20,1,narranxa,10,270,208,212,35
gc_20,1,narranxa,10,212,329,125,176
gc_20,1,joxo,13,16,22,224,139
gc_20,1,joxo,13,27,219,274,46
gc_20,1,joshin,14,8,131,245,308
gc_20,1,joshin,14,194,3,41,99
gc_20,1,yankon,24,226,40,248,116
gc_20,1,yankon,24,26,289,265,196
gc_20,1,panshin,14,96,218,174,149
gc_20,1,panshin,14,128,103,297,157
gc_20,2,yankon,,I28,E22,G30,D25
gc_20,2,yankon,,I31,D19,F26,C29
gc_20,2,paxna,,B31,B40,A15,B1
gc_20,2,paxna,,A40,C40,A20,C2
gc_20,2,joshin,,H3,F3,H1,E40
gc_20,2,joshin,,H4,D3,G1,D1
gc_20,2,manshan,,C29,C21,B19,B26
gc_20,2,manshan,,B33,D30,B30,C29
gc_20,2,josho,,A36,B0,A14,C0
gc_20,2,josho,,A38,F0,A7,F0
gc_20,2,yame,,I18,H0,I1,H0
gc_20,2,yame,,I25,D0,I0,I0
gc_20,2,wiso,,I29,I9,I40,I10
gc_20,2,wiso,,I2,I17,I34,I16
gc_20,2,barrin poi,,B12,C14,D9,E12
gc_20,2,barrin poi,,B10,E14,C9,F11
gc_20,2,panshin,,C11,D13,D8,F13
gc_20,2,panshin,,D8,C14,C11,G12
gc_20,2,chexe,,,,,
gc_20,2,chexe,,,,,
gc_20,2,pene,,,,,
gc_20,2,pene,,,,,
gc_20,2,jimi,,H1,D16,H4,G7
gc_20,2,jimi,,G3,C5,H2,H11
gc_20,2,nai,,C26,E31,C25,E23
gc_20,2,nai,,D28,D33,C22,D21
gc_20,2,carri,,E4,C10,D8,D6
gc_20,2,carri,,E6,D10,E7,C7
gc_20,2,pei,,F14,C16,E10,E8
gc_20,2,pei,,E15,C23,E9,B9
gc_20,2,xo,,,,,
gc_20,2,xo,,,,,
gc_20,2,mai,,G9,E12,F9,H16
gc_20,2,mai,,G7,H14,E9,H22
gc_20,2,xexe,,E11,C12,D7,E6
gc_20,2,xexe,,E12,B15,F7,D4
gc_20,2,ami,,H32,I37,G33,G36
gc_20,2,ami,,G32,C35,F37,A40
gc_21,1,joshin,7,41,276,41,3
gc_21,1,joshin,7,245,194,245,8
gc_21,1,panshin,10,326,218,96,208
gc_21,1,panshin,10,297,22,174,143
gc_21,1,joxo,12,274,32,274,263
gc_21,1,joxo,12,139,255,294,239
gc_21,1,pasna,11,192,43,103,157
gc_21,1,pasna,11,46,308,,131
gc_21,1,manxan,11,217,329,35,125
gc_21,1,manxan,11,27,321,27,112
gc_21,1,yankon,24,248,289,26,149
gc_21,1,yankon,24,170,116,276,138
gc_21,2,yankon,,H17,D18,H22,E13
gc_21,2,yankon,,H16,C22,H29,B11
gc_21,2,paxna,,B4,B9,B15,F21
gc_21,2,paxna,,C6,B10,B0,D0
gc_21,2,joshin,,H3,I39,H1,C3
gc_21,2,joshin,,G3,E3,G2,D39
gc_21,2,manshan,,B2,C12,C32,E8
gc_21,2,manshan,,B13,E0,C29,F11
gc_21,2,josho,,A0,D0,A27,C0
gc_21,2,josho,,A2,B1,A22,C9
gc_21,2,yame,,I1,G0,I9,I8
gc_21,2,yame,,I3,I0,I11,I15
gc_21,2,wiso,,I10,H9,I18,I16
gc_21,2,wiso,,I14,I9,I29,I23
gc_21,2,barrin poi,,H16,D16,G17,E23
gc_21,2,barrin poi,,I18,E13,F17,E10
gc_21,2,panshin,,C9,B9,C8,D12
gc_21,2,panshin,,D8,B8,E8,C14
gc_21,2,chexe,,,,,
gc_21,2,chexe,,,,,
gc_21,2,pene,,,,,
gc_21,2,pene,,,,,
gc_21,2,jimi,,H3,I39,G1,D7
gc_21,2,jimi,,G2,C40,H4,C4
gc_21,2,nai,,D25,C18,F29,F19
gc_21,2,nai,,E26,E21,E27,E32
gc_21,2,carri,,I39,F34,H37,G30
gc_21,2,carri,,I40,D34,G39,D40
gc_21,2,pei,,G16,C19,E16,D10
gc_21,2,pei,,H16,D14,F15,G27
gc_21,2,xo,,,,,
gc_21,2,xo,,,,,
gc_21,2,mai,,D0,C5,E0,F18
gc_21,2,mai,,D5,B7,G9,A26
gc_21,2,xexe,,E16,B12,F10,B11
gc_21,2,xexe,,F12,B15,G10,D4
gc_21,2,ami,,H36,E34,H32,F27
gc_21,2,ami,,G36,C40,H31,F20
gc_22,1,yankon,27,170,196,170,196
gc_22,1,yankon,27,43,149,248,179
gc_22,1,panshin,10,326,225,174,22
gc_22,1,panshin,10,96,22,96,208
gc_22,1,narranxa,8,125,157,3,176
gc_22,1,narranxa,8,270,329,,173
gc_22,1,joshin,19,41,194,276,308
gc_22,1,joshin,19,245,50,321,217
gc_22,1,joxo,11,294,255,274,263
gc_22,1,joxo,11,224,116,16,219
gc_22,2,yankon,,H17,G28,I20,D11
gc_22,2,yankon,,I19,H12,G17,C17
gc_22,2,paxna,,B9,C18,D2,B36
gc_22,2,paxna,,C6,B40,F39,B8
gc_22,2,joshin,,I3,I40,G3,G4
gc_22,2,joshin,,I1,G39,H3,G40
gc_22,2,manshan,,B3,D0,B0,B9
gc_22,2,manshan,,B29,F0,A0,B27
gc_22,2,josho,,A28,B33,A20,B28
gc_22,2,josho,,A40,G0,A9,C31
gc_22,2,yame,,I0,H0,I22,I14
gc_22,2,yame,,I1,I5,H24,I26
gc_22,2,wiso,,I34,I30,I18,I8
gc_22,2,wiso,,I39,I16,I29,H27
gc_22,2,barrin poi,,H17,F24,I19,D21
gc_22,2,barrin poi,,G16,F10,I15,H25
gc_22,2,panshin,,C8,B9,C9,F4
gc_22,2,panshin,,D8,B14,D7,C14
gc_22,2,chexe,,,,,
gc_22,2,chexe,,,,,
gc_22,2,pene,,,,,
gc_22,2,pene,,,,,
gc_22,2,jimi,,H34,G37,H2,I40
gc_22,2,jimi,,G1,I37,G2,H4
gc_22,2,nai,,F29,B16,F27,C18
gc_22,2,nai,,H28,B30,F29,C30
gc_22,2,carri,,I31,D30,H33,G39
gc_22,2,carri,,I35,D1,H35,I40
gc_22,2,pei,,I20,F8,G14,F22
gc_22,2,pei,,I17,E9,H20,H25
gc_22,2,xo,,,,,
gc_22,2,xo,,,,,
gc_22,2,mai,,F0,B1,H0,B10
gc_22,2,mai,,G0,D40,I0,C8
gc_22,2,xexe,,B15,C3,C5,C28
gc_22,2,xexe,,B22,B7,D2,C22
gc_22,2,ami,,H33,D31,H37,I31
gc_22,2,ami,,I34,D34,H33,G28
gc_23,1,yame wiso,7,105,157,131,157
gc_23,1,yame wiso,7,192,50,112,194
gc_23,1,joxo,12,294,263,289,219
gc_23,1,joxo,12,274,16,99,46
gc_23,1,manxan yankon,9,164,1,235,196
gc_23,1,manxan yankon,9,188,40,301,138
gc_23,1,yankon,18,26,89,310,248
gc_23,1,yankon,18,43,225,43,149
gc_23,1,joshin,13,41,217,245,160
gc_23,1,joshin,13,8,176,8,173
gc_23,1,panshin,15,96,22,326,329
gc_23,1,panshin,15,128,203,297,208
gc_23,2,yankon,,G30,G27,G29,H13
gc_23,2,yankon,,H29,E27,H30,F11
gc_23,2,paxna,,C27,B24,C28,D24
gc_23,2,paxna,,C29,B26,E19,C24
gc_23,2,joshin,,G3,F6,H3,D1
gc_23,2,joshin,,G1,H6,H1,I6
gc_23,2,manshan,,B12,B9,D3,B7
gc_23,2,manshan,,B16,B13,D6,B3
gc_23,2,josho,,A20,B9,A8,B1
gc_23,2,josho,,A38,C31,A0,B23
gc_23,2,yame,,I28,I9,I18,I17
gc_23,2,yame,,I10,H14,A14,I8
gc_23,2,wiso,,I8,G0,I0,I9
gc_23,2,wiso,,I23,D0,I7,H0
gc_23,2,barrin poi,,F10,F11,H7,I9
gc_23,2,barrin poi,,H8,E9,G7,F11
gc_23,2,panshin,,C9,B11,C10,C7
gc_23,2,panshin,,C8,B14,C11,C12
gc_23,2,chexe,,,,,
gc_23,2,chexe,,,,,
gc_23,2,pene,,,,,
gc_23,2,pene,,,,,
gc_23,2,jimi,,G3,I5,G2,F1
gc_23,2,jimi,,G40,I6,H3,D1
gc_23,2,nai,,F28,C24,D28,C23
gc_23,2,nai,,G28,C22,E28,B23
gc_23,2,carri,,H32,I40,G34,E32
gc_23,2,carri,,H34,I31,H35,D32
gc_23,2,pei,,F17,E18,E15,C16
gc_23,2,pei,,H17,D13,E14,B16
gc_23,2,xo,,,,,
gc_23,2,xo,,,,,
gc_23,2,mai,,F0,H6,E0,C0
gc_23,2,mai,,H0,I13,G0,C2
gc_23,2,xexe,,D9,F9,C7,E5
gc_23,2,xexe,,D8,I7,D6,D2
gc_23,2,ami,,G32,I32,I31,I37
gc_23,2,ami,,E30,H32,H31,I40
